txt_municipio;txt_uf;num_ano_financiamento;  qtd_uh_financiadas  ;  vlr_financiamento  ;  vlr_subsidio  
Formoso do Araguaia ;TO;2013; 3 ; 212.721,78 ; 66.582,95 
Formoso do Araguaia ;TO;2014; 6 ; 445.761,61 ; 115.514,42 
Formoso do Araguaia ;TO;2015; 3 ; 208.122,92 ; 68.964,95 
Formoso do Araguaia ;TO;2016; 13 ; 1.144.002,78 ; 372.740,34 
Formoso do Araguaia ;TO;2017; 8 ; 576.650,91 ; 158.476,54 
Formoso do Araguaia ;TO;2018; 4 ; 283.760,00 ; 66.710,32 
Formoso do Araguaia ;TO;2019; 6 ; 544.285,39 ; 125.998,26 
Formoso do Araguaia ;TO;2020; 7 ; 696.532,93 ; 161.766,94 
Formoso do Araguaia ;TO;2021; 5 ; 517.050,17 ; 158.596,08 
Formoso do Araguaia ;TO;2022; 9 ; 878.857,50 ; 136.678,63 
Formoso do Araguaia ;TO;2023; 6 ; 665.334,96 ; 87.756,89 
Forquetinha ;RS;2010; 1 ; 62.729,48 ; 17.268,00 
Forquetinha ;RS;2012; 3 ; 170.143,48 ; 33.903,31 
Forquetinha ;RS;2013; 2 ; 146.545,00 ; 39.028,96 
Forquetinha ;RS;2018; 3 ; 210.155,00 ; 88.306,97 
Forquetinha ;RS;2019; 6 ; 515.397,00 ; 124.455,74 
Forquetinha ;RS;2020; 4 ; 437.247,60 ; 77.316,87 
Forquetinha ;RS;2021; 2 ; 223.999,97 ; 27.880,76 
Forquetinha ;RS;2022; 3 ; 336.000,00 ; 44.085,52 
Forquetinha ;RS;2023; 2 ; 269.600,00 ; 1.608,00 
Forquilha ;CE;2017; 1 ; 77.060,25 ; -   
Forquilhinha ;SC;2009; 134 ; 7.253.738,01 ; 2.117.211,07 
Forquilhinha ;SC;2010; 195 ; 11.961.488,88 ; 3.588.635,00 
Forquilhinha ;SC;2011; 202 ; 13.670.259,31 ; 1.798.635,38 
Forquilhinha ;SC;2012; 287 ; 21.429.062,46 ; 6.421.307,61 
Forquilhinha ;SC;2013; 278 ; 22.773.481,70 ; 6.569.925,17 
Forquilhinha ;SC;2014; 258 ; 23.851.444,63 ; 5.629.425,45 
Forquilhinha ;SC;2015; 307 ; 30.784.661,24 ; 6.395.302,62 
Forquilhinha ;SC;2016; 271 ; 28.432.305,48 ; 7.779.580,38 
Forquilhinha ;SC;2017; 151 ; 15.641.329,60 ; 3.765.216,95 
Forquilhinha ;SC;2018; 236 ; 25.072.668,41 ; 5.189.706,72 
Forquilhinha ;SC;2019; 175 ; 18.453.544,85 ; 3.277.400,50 
Forquilhinha ;SC;2020; 150 ; 16.349.985,99 ; 2.942.220,08 
Forquilhinha ;SC;2021; 147 ; 15.916.128,11 ; 2.721.838,09 
Forquilhinha ;SC;2022; 152 ; 17.960.648,80 ; 2.220.033,54 
Forquilhinha ;SC;2023; 118 ; 15.753.540,18 ; 2.157.122,14 
Fortaleza ;CE;2009; 2.220 ; 116.953.019,20 ; 23.107.346,18 
Fortaleza ;CE;2010; 3.360 ; 213.782.821,22 ; 46.984.190,00 
Fortaleza ;CE;2011; 3.789 ; 272.410.117,44 ; 22.212.690,62 
Fortaleza ;CE;2012; 3.143 ; 251.006.817,21 ; 49.765.404,22 
Fortaleza ;CE;2013; 3.027 ; 275.969.927,54 ; 50.788.826,48 
Fortaleza ;CE;2014; 2.244 ; 227.272.918,39 ; 35.424.638,04 
Fortaleza ;CE;2015; 1.854 ; 200.856.297,28 ; 25.380.075,14 
Fortaleza ;CE;2016; 1.499 ; 171.934.839,42 ; 16.948.948,39 
Fortaleza ;CE;2017; 1.753 ; 202.511.037,04 ; 25.849.385,41 
Fortaleza ;CE;2018; 1.649 ; 186.128.520,22 ; 32.171.945,10 
Fortaleza ;CE;2019; 1.602 ; 180.550.665,54 ; 28.804.060,12 
Fortaleza ;CE;2020; 2.214 ; 243.274.244,80 ; 45.825.232,92 
Fortaleza ;CE;2021; 2.316 ; 254.122.418,19 ; 57.437.446,57 
Fortaleza ;CE;2022; 2.802 ; 335.895.003,95 ; 66.907.877,82 
Fortaleza ;CE;2023; 3.489 ; 490.694.092,45 ; 81.059.683,00 
Fortaleza de Minas ;MG;2010; 2 ; 81.126,35 ; 26.165,00 
Fortaleza de Minas ;MG;2012; 2 ; 81.313,69 ; 16.663,28 
Fortaleza de Minas ;MG;2015; 5 ; 327.892,83 ; 113.588,91 
Fortaleza de Minas ;MG;2016; 3 ; 209.166,97 ; 62.056,97 
Fortaleza de Minas ;MG;2017; 2 ; 150.921,06 ; 56.018,98 
Fortaleza de Minas ;MG;2019; 2 ; 182.209,08 ; 42.657,98 
Fortaleza de Minas ;MG;2020; 2 ; 173.200,00 ; 46.324,03 
Fortaleza de Minas ;MG;2021; 2 ; 199.511,24 ; 57.115,60 
Fortaleza de Minas ;MG;2022; 3 ; 334.000,00 ; 28.343,59 
Fortaleza de Minas ;MG;2023; 3 ; 325.980,00 ; 74.617,58 
Fortaleza do Tabocão ;TO;2009; 1 ; 44.000,00 ; 9.830,00 
Fortaleza do Tabocão ;TO;2010; 1 ; 45.000,00 ; 7.238,00 
Fortaleza dos Nogueiras ;MA;2009; 1 ; 20.000,00 ; 3.710,00 
Fortaleza dos Nogueiras ;MA;2010; 1 ; 14.000,00 ; 2.903,00 
Fortaleza dos Nogueiras ;MA;2016; 1 ; 81.000,00 ; -   
Fortaleza dos Nogueiras ;MA;2019; 1 ; 60.000,00 ; -   
Fortaleza dos Nogueiras ;MA;2022; 1 ; 96.000,00 ; 23.506,45 
Fortaleza dos Valos ;RS;2009; 4 ; 187.420,33 ; 50.634,00 
Fortaleza dos Valos ;RS;2010; 3 ; 169.999,63 ; 40.390,00 
Fortaleza dos Valos ;RS;2011; 9 ; 538.089,94 ; 55.435,20 
Fortaleza dos Valos ;RS;2012; 4 ; 263.270,25 ; 74.432,05 
Fortaleza dos Valos ;RS;2013; 4 ; 285.288,55 ; 58.577,95 
Fortaleza dos Valos ;RS;2014; 7 ; 542.222,20 ; 95.011,62 
Fortaleza dos Valos ;RS;2015; 11 ; 863.364,19 ; 147.386,98 
Fortaleza dos Valos ;RS;2016; 11 ; 938.162,32 ; 123.270,11 
Fortaleza dos Valos ;RS;2017; 4 ; 294.746,16 ; 64.787,45 
Fortaleza dos Valos ;RS;2018; 1 ; 72.628,52 ; 22.170,00 
Fortaleza dos Valos ;RS;2019; 3 ; 253.381,32 ; 64.320,98 
Fortaleza dos Valos ;RS;2021; 2 ; 191.750,28 ; 6.490,17 
Fortaleza dos Valos ;RS;2022; 2 ; 166.193,65 ; 30.111,09 
Fortaleza dos Valos ;RS;2023; 1 ; 170.380,00 ; -   
Fortim ;CE;2009; 5 ; 100.080,00 ; 45.064,00 
Fortim ;CE;2010; 4 ; 81.795,36 ; 42.476,00 
Fortim ;CE;2011; 5 ; 167.433,00 ; 43.667,00 
Fortim ;CE;2012; 8 ; 326.316,00 ; 134.381,56 
Fortim ;CE;2013; 6 ; 288.894,00 ; 121.174,38 
Fortim ;CE;2014; 2 ; 116.878,00 ; 43.621,97 
Fortim ;CE;2015; 3 ; 221.867,78 ; 61.474,68 
Fortim ;CE;2016; 5 ; 281.046,93 ; 82.262,61 
Fortim ;CE;2018; 1 ; 50.000,00 ; -   
Fortim ;CE;2019; 1 ; 95.700,00 ; 5.949,77 
Fortuna ;MA;2009; 21 ; 445.100,00 ; 104.134,00 
Fortuna ;MA;2010; 13 ; 380.532,00 ; 89.814,00 
Fortuna ;MA;2011; 4 ; 140.535,00 ; 4.000,00 
Fortuna ;MA;2012; 3 ; 167.037,80 ; 47.431,47 
Fortuna ;MA;2013; 4 ; 251.158,20 ; 45.207,09 
Fortuna ;MA;2014; 6 ; 418.430,00 ; 56.379,09 
Fortuna ;MA;2015; 9 ; 536.912,00 ; 147.862,02 
Fortuna ;MA;2016; 1 ; 67.334,00 ; 4.443,90 
Fortuna ;MA;2017; 1 ; 57.900,00 ; 18.099,99 
Fortuna ;MA;2020; 1 ; 69.750,00 ; 20.999,99 
Fortuna ;MA;2021; 1 ; 47.602,80 ; -   
Fortuna ;MA;2023; 1 ; 96.000,00 ; 13.570,45 
Fortuna de Minas ;MG;2009; 41 ; 741.118,79 ; 925.581,00 
Fortuna de Minas ;MG;2010; 1 ; 82.464,00 ; -   
Fortuna de Minas ;MG;2011; 43 ; 1.426.606,57 ; 700.912,00 
Fortuna de Minas ;MG;2012; 63 ; 3.247.822,84 ; 1.832.822,53 
Fortuna de Minas ;MG;2013; 26 ; 1.778.353,11 ; 784.471,15 
Fortuna de Minas ;MG;2014; 12 ; 911.341,88 ; 296.301,81 
Fortuna de Minas ;MG;2015; 7 ; 541.220,29 ; 143.651,68 
Fortuna de Minas ;MG;2016; 1 ; 93.950,00 ; -   
Fortuna de Minas ;MG;2017; 4 ; 410.286,60 ; 77.779,92 
Fortuna de Minas ;MG;2018; 1 ; 128.000,00 ; 10.123,87 
Fortuna de Minas ;MG;2021; 2 ; 185.010,00 ; 2.290,00 
Fortuna de Minas ;MG;2022; 7 ; 879.562,02 ; 211.110,47 
Fortuna de Minas ;MG;2023; 9 ; 1.165.110,00 ; 159.806,49 
Foz do Iguaçu ;PR;2009; 371 ; 13.571.730,95 ; 5.294.692,24 
Foz do Iguaçu ;PR;2010; 812 ; 36.538.209,80 ; 15.731.035,53 
Foz do Iguaçu ;PR;2011; 1.078 ; 59.903.739,74 ; 11.579.219,55 
Foz do Iguaçu ;PR;2012; 1.006 ; 66.377.202,15 ; 21.672.754,60 
Foz do Iguaçu ;PR;2013; 1.058 ; 79.970.664,42 ; 25.077.283,64 
Foz do Iguaçu ;PR;2014; 950 ; 83.956.239,27 ; 21.052.105,47 
Foz do Iguaçu ;PR;2015; 798 ; 76.653.817,38 ; 16.834.997,38 
Foz do Iguaçu ;PR;2016; 554 ; 57.295.309,99 ; 6.627.061,14 
Foz do Iguaçu ;PR;2017; 476 ; 51.357.326,83 ; 5.179.237,47 
Foz do Iguaçu ;PR;2018; 539 ; 55.636.922,59 ; 10.519.713,29 
Foz do Iguaçu ;PR;2019; 402 ; 43.293.954,67 ; 6.008.197,85 
Foz do Iguaçu ;PR;2020; 222 ; 25.732.394,76 ; 2.990.506,83 
Foz do Iguaçu ;PR;2021; 240 ; 29.138.550,24 ; 2.891.555,14 
Foz do Iguaçu ;PR;2022; 268 ; 37.979.395,76 ; 2.166.487,46 
Foz do Iguaçu ;PR;2023; 370 ; 61.664.625,78 ; 2.174.705,26 
Foz do Jordão ;PR;2010; 1 ; 25.000,00 ; 4.255,00 
Foz do Jordão ;PR;2014; 28 ; 795.965,81 ; 479.503,51 
Foz do Jordão ;PR;2019; 1 ; 110.500,00 ; 7.182,95 
Fraiburgo ;SC;2009; 169 ; 3.817.570,93 ; 770.331,00 
Fraiburgo ;SC;2010; 77 ; 4.246.912,88 ; 965.707,00 
Fraiburgo ;SC;2011; 137 ; 5.733.540,15 ; 487.021,17 
Fraiburgo ;SC;2012; 71 ; 4.560.573,65 ; 1.440.890,01 
Fraiburgo ;SC;2013; 110 ; 8.345.236,64 ; 2.279.211,19 
Fraiburgo ;SC;2014; 97 ; 8.476.308,57 ; 1.867.380,56 
Fraiburgo ;SC;2015; 74 ; 7.050.999,18 ; 983.142,11 
Fraiburgo ;SC;2016; 79 ; 7.437.314,64 ; 1.309.829,02 
Fraiburgo ;SC;2017; 52 ; 5.174.407,61 ; 831.439,97 
Fraiburgo ;SC;2018; 63 ; 5.818.439,10 ; 802.602,37 
Fraiburgo ;SC;2019; 27 ; 2.566.024,12 ; 298.015,14 
Fraiburgo ;SC;2020; 15 ; 1.605.972,32 ; 264.774,50 
Fraiburgo ;SC;2021; 10 ; 984.264,58 ; 142.946,00 
Fraiburgo ;SC;2022; 6 ; 658.680,00 ; 16.066,68 
Fraiburgo ;SC;2023; 17 ; 2.917.364,16 ; 65.153,74 
Franca ;SP;2009; 929 ; 44.963.546,58 ; 17.823.455,94 
Franca ;SP;2010; 2.031 ; 113.192.558,49 ; 43.711.088,00 
Franca ;SP;2011; 1.790 ; 114.537.833,68 ; 18.215.394,96 
Franca ;SP;2012; 1.724 ; 119.280.803,98 ; 40.187.231,79 
Franca ;SP;2013; 1.924 ; 167.376.911,31 ; 47.110.794,31 
Franca ;SP;2014; 1.986 ; 195.931.657,92 ; 46.359.341,06 
Franca ;SP;2015; 1.909 ; 198.778.564,98 ; 41.670.247,63 
Franca ;SP;2016; 1.726 ; 187.253.161,22 ; 35.951.838,37 
Franca ;SP;2017; 2.412 ; 266.689.930,94 ; 63.560.157,52 
Franca ;SP;2018; 2.363 ; 264.583.527,33 ; 66.134.696,75 
Franca ;SP;2019; 2.461 ; 263.511.112,57 ; 65.885.271,95 
Franca ;SP;2020; 2.008 ; 220.048.053,12 ; 53.455.370,76 
Franca ;SP;2021; 1.215 ; 143.425.146,52 ; 29.129.224,77 
Franca ;SP;2022; 1.272 ; 172.432.040,89 ; 22.957.978,39 
Franca ;SP;2023; 1.485 ; 234.590.891,08 ; 19.447.257,53 
Francinópolis ;PI;2013; 1 ; 72.000,00 ; 15.999,99 
Francisco Alves ;PR;2009; 20 ; 736.197,97 ; 229.469,00 
Francisco Alves ;PR;2010; 49 ; 2.472.764,96 ; 794.600,00 
Francisco Alves ;PR;2011; 45 ; 2.498.332,02 ; 289.779,98 
Francisco Alves ;PR;2012; 65 ; 3.704.797,78 ; 1.443.957,29 
Francisco Alves ;PR;2013; 91 ; 5.695.557,94 ; 2.716.890,60 
Francisco Alves ;PR;2014; 171 ; 11.492.931,74 ; 5.573.912,07 
Francisco Alves ;PR;2015; 226 ; 17.504.001,84 ; 7.469.969,85 
Francisco Alves ;PR;2016; 153 ; 12.087.160,44 ; 5.593.248,04 
Francisco Alves ;PR;2017; 59 ; 4.552.222,26 ; 1.799.011,70 
Francisco Alves ;PR;2018; 62 ; 4.630.331,93 ; 1.621.408,55 
Francisco Alves ;PR;2019; 28 ; 2.511.715,62 ; 671.364,86 
Francisco Alves ;PR;2020; 21 ; 1.905.018,25 ; 473.517,62 
Francisco Alves ;PR;2021; 13 ; 827.503,75 ; 160.404,30 
Francisco Alves ;PR;2022; 34 ; 2.802.395,91 ; 441.901,10 
Francisco Alves ;PR;2023; 24 ; 2.103.501,51 ; 308.997,71 
Francisco Ayres ;PI;2009; 1 ; 36.900,00 ; 10.000,00 
Francisco Ayres ;PI;2011; 4 ; 110.409,10 ; 4.000,00 
Francisco Ayres ;PI;2012; 1 ; 12.999,87 ; 5.977,40 
Francisco Ayres ;PI;2013; 1 ; 54.385,62 ; 24.451,98 
Francisco Ayres ;PI;2014; 2 ; 72.000,00 ; 24.280,98 
Francisco Ayres ;PI;2015; 1 ; 27.000,00 ; 13.529,32 
Francisco Badaró ;MG;2010; 4 ; 149.900,00 ; 70.832,00 
Francisco Badaró ;MG;2011; 7 ; 334.436,00 ; 28.184,00 
Francisco Badaró ;MG;2012; 7 ; 281.026,50 ; 126.446,38 
Francisco Badaró ;MG;2013; 4 ; 180.258,70 ; 91.778,75 
Francisco Badaró ;MG;2014; 4 ; 155.644,26 ; 72.667,93 
Francisco Badaró ;MG;2015; 1 ; 61.669,00 ; 19.330,98 
Francisco Badaró ;MG;2018; 1 ; 76.000,00 ; 22.559,99 
Francisco Beltrão ;PR;2009; 168 ; 5.924.568,91 ; 1.531.307,00 
Francisco Beltrão ;PR;2010; 276 ; 14.943.890,13 ; 4.645.606,00 
Francisco Beltrão ;PR;2011; 327 ; 18.965.266,60 ; 2.439.873,16 
Francisco Beltrão ;PR;2012; 365 ; 23.692.313,84 ; 6.127.321,78 
Francisco Beltrão ;PR;2013; 367 ; 25.686.661,04 ; 6.525.933,74 
Francisco Beltrão ;PR;2014; 435 ; 34.038.213,60 ; 7.634.215,17 
Francisco Beltrão ;PR;2015; 331 ; 30.001.875,32 ; 4.754.476,25 
Francisco Beltrão ;PR;2016; 239 ; 23.979.166,48 ; 1.898.926,05 
Francisco Beltrão ;PR;2017; 159 ; 17.319.413,14 ; 1.526.403,87 
Francisco Beltrão ;PR;2018; 125 ; 12.516.927,54 ; 1.756.510,58 
Francisco Beltrão ;PR;2019; 98 ; 10.065.740,02 ; 1.145.734,82 
Francisco Beltrão ;PR;2020; 46 ; 4.462.546,80 ; 772.985,77 
Francisco Beltrão ;PR;2021; 27 ; 2.562.042,47 ; 345.273,65 
Francisco Beltrão ;PR;2022; 18 ; 1.964.045,54 ; 149.594,87 
Francisco Beltrão ;PR;2023; 82 ; 13.706.420,16 ; 294.027,27 
Francisco Dantas ;RN;2011; 1 ; 60.072,05 ; 3.406,00 
Francisco Dantas ;RN;2012; 3 ; 162.441,78 ; 55.810,09 
Francisco Dantas ;RN;2013; 4 ; 272.529,04 ; 76.765,88 
Francisco Dantas ;RN;2014; 3 ; 203.206,03 ; 67.863,95 
Francisco Dantas ;RN;2015; 1 ; 64.350,00 ; 18.459,98 
Francisco Dantas ;RN;2020; 2 ; 121.100,00 ; 53.599,98 
Francisco Macedo ;PI;2009; 2 ; 47.100,00 ; 11.591,00 
Francisco Macedo ;PI;2011; 1 ; 21.000,00 ; 9.000,00 
Francisco Macedo ;PI;2013; 1 ; 50.546,19 ; 24.451,98 
Francisco Macedo ;PI;2016; 10 ; 549.150,00 ; 235.715,22 
Francisco Macedo ;PI;2017; 1 ; 54.700,00 ; 20.972,62 
Francisco Morato ;SP;2009; 58 ; 2.588.479,26 ; 808.381,60 
Francisco Morato ;SP;2010; 96 ; 6.131.503,66 ; 1.749.240,00 
Francisco Morato ;SP;2011; 90 ; 7.166.842,30 ; 705.430,99 
Francisco Morato ;SP;2012; 126 ; 11.157.654,11 ; 2.269.991,76 
Francisco Morato ;SP;2013; 102 ; 9.845.874,76 ; 1.739.503,82 
Francisco Morato ;SP;2014; 129 ; 14.183.148,92 ; 1.807.983,16 
Francisco Morato ;SP;2015; 115 ; 14.046.187,42 ; 1.454.328,28 
Francisco Morato ;SP;2016; 408 ; 48.402.311,85 ; 7.092.914,90 
Francisco Morato ;SP;2017; 318 ; 39.458.755,49 ; 5.063.581,48 
Francisco Morato ;SP;2018; 247 ; 31.036.322,49 ; 3.884.680,62 
Francisco Morato ;SP;2019; 278 ; 33.954.548,31 ; 4.989.276,01 
Francisco Morato ;SP;2020; 251 ; 28.967.779,29 ; 5.692.059,16 
Francisco Morato ;SP;2021; 82 ; 10.490.271,80 ; 1.135.848,85 
Francisco Morato ;SP;2022; 77 ; 11.076.523,58 ; 659.146,62 
Francisco Morato ;SP;2023; 109 ; 17.228.377,40 ; 1.206.377,59 
Francisco Sá ;MG;2009; 1 ; 52.125,00 ; 17.910,00 
Francisco Sá ;MG;2010; 4 ; 143.482,12 ; 35.440,00 
Francisco Sá ;MG;2012; 1 ; 63.000,00 ; 24.233,03 
Francisco Sá ;MG;2013; 4 ; 311.954,70 ; 76.789,00 
Francisco Sá ;MG;2014; 2 ; 157.823,68 ; 43.201,97 
Francisco Sá ;MG;2015; 9 ; 665.698,46 ; 217.455,83 
Francisco Sá ;MG;2016; 15 ; 1.137.757,64 ; 261.800,95 
Francisco Sá ;MG;2017; 10 ; 821.568,88 ; 224.349,61 
Francisco Sá ;MG;2018; 11 ; 911.164,85 ; 245.231,86 
Francisco Sá ;MG;2019; 10 ; 873.104,15 ; 257.635,02 
Francisco Sá ;MG;2020; 3 ; 306.073,95 ; 37.078,70 
Francisco Sá ;MG;2021; 5 ; 509.037,26 ; 90.971,44 
Francisco Sá ;MG;2022; 1 ; 104.000,00 ; -   
Francisco Sá ;MG;2023; 2 ; 366.940,27 ; 13.946,57 
Francisco Santos ;PI;2009; 3 ; 104.420,00 ; 27.971,00 
Francisco Santos ;PI;2010; 7 ; 282.532,00 ; 119.259,00 
Francisco Santos ;PI;2011; 10 ; 500.602,00 ; 57.069,00 
Francisco Santos ;PI;2012; 6 ; 302.963,21 ; 134.482,55 
Francisco Santos ;PI;2013; 12 ; 722.351,20 ; 240.664,99 
Francisco Santos ;PI;2014; 19 ; 1.195.358,00 ; 430.050,94 
Francisco Santos ;PI;2015; 8 ; 540.843,56 ; 161.222,94 
Francisco Santos ;PI;2016; 7 ; 487.768,20 ; 148.098,56 
Francisco Santos ;PI;2017; 11 ; 732.805,60 ; 239.899,48 
Francisco Santos ;PI;2018; 6 ; 409.911,50 ; 139.455,15 
Francisco Santos ;PI;2019; 4 ; 326.500,00 ; 82.819,00 
Francisco Santos ;PI;2020; 1 ; 23.121,36 ; 10.259,50 
Franciscópolis ;MG;2009; 1 ; 25.000,00 ; 4.255,00 
Franciscópolis ;MG;2016; 1 ; 18.500,00 ; 3.179,20 
Franco da Rocha ;SP;2009; 43 ; 2.767.675,80 ; 525.096,00 
Franco da Rocha ;SP;2010; 66 ; 4.818.669,99 ; 1.084.993,00 
Franco da Rocha ;SP;2011; 81 ; 7.068.683,65 ; 433.776,97 
Franco da Rocha ;SP;2012; 245 ; 20.705.984,06 ; 5.022.384,95 
Franco da Rocha ;SP;2013; 107 ; 12.001.593,87 ; 1.309.015,63 
Franco da Rocha ;SP;2014; 105 ; 12.216.124,24 ; 1.082.967,30 
Franco da Rocha ;SP;2015; 152 ; 19.855.903,23 ; 1.097.007,36 
Franco da Rocha ;SP;2016; 138 ; 18.813.143,11 ; 783.493,06 
Franco da Rocha ;SP;2017; 130 ; 18.717.981,42 ; 990.968,24 
Franco da Rocha ;SP;2018; 185 ; 27.175.359,93 ; 1.105.261,85 
Franco da Rocha ;SP;2019; 247 ; 30.087.385,29 ; 4.240.006,14 
Franco da Rocha ;SP;2020; 463 ; 59.395.393,37 ; 9.006.659,41 
Franco da Rocha ;SP;2021; 599 ; 77.575.544,29 ; 9.067.687,84 
Franco da Rocha ;SP;2022; 604 ; 90.369.365,55 ; 7.078.077,87 
Franco da Rocha ;SP;2023; 528 ; 88.225.141,90 ; 6.169.406,21 
Frecheirinha ;CE;2015; 7 ; 533.892,00 ; 100.414,93 
Frecheirinha ;CE;2016; 6 ; 443.267,00 ; 119.806,90 
Frecheirinha ;CE;2017; 7 ; 527.847,00 ; 159.047,31 
Frecheirinha ;CE;2018; 2 ; 160.665,00 ; 24.129,45 
Frecheirinha ;CE;2019; 3 ; 256.569,00 ; 70.923,46 
Frecheirinha ;CE;2020; 11 ; 997.831,23 ; 256.308,92 
Frecheirinha ;CE;2021; 13 ; 1.328.726,07 ; 396.052,72 
Frecheirinha ;CE;2022; 9 ; 909.194,67 ; 182.190,75 
Frecheirinha ;CE;2023; 7 ; 796.000,00 ; 128.176,51 
Frederico Westphalen ;RS;2009; 93 ; 3.538.649,97 ; 1.070.469,22 
Frederico Westphalen ;RS;2010; 109 ; 6.423.735,92 ; 1.674.118,00 
Frederico Westphalen ;RS;2011; 111 ; 6.581.965,40 ; 645.791,39 
Frederico Westphalen ;RS;2012; 64 ; 3.382.967,50 ; 1.096.853,71 
Frederico Westphalen ;RS;2013; 137 ; 9.510.689,45 ; 3.210.430,53 
Frederico Westphalen ;RS;2014; 109 ; 7.398.601,78 ; 2.438.790,24 
Frederico Westphalen ;RS;2015; 50 ; 4.211.553,79 ; 713.649,15 
Frederico Westphalen ;RS;2016; 44 ; 3.621.777,12 ; 607.210,15 
Frederico Westphalen ;RS;2017; 65 ; 5.595.153,07 ; 1.147.862,34 
Frederico Westphalen ;RS;2018; 24 ; 1.880.027,51 ; 504.649,23 
Frederico Westphalen ;RS;2019; 26 ; 2.386.881,14 ; 437.638,57 
Frederico Westphalen ;RS;2020; 11 ; 1.102.092,28 ; 177.994,78 
Frederico Westphalen ;RS;2021; 11 ; 1.077.683,32 ; 96.452,68 
Frederico Westphalen ;RS;2022; 12 ; 1.230.344,38 ; 51.348,47 
Frederico Westphalen ;RS;2023; 24 ; 3.328.503,07 ; 72.724,27 
Frei Gaspar ;MG;2009; 10 ; 168.260,00 ; 33.577,00 
Frei Inocêncio ;MG;2009; 4 ; 83.340,00 ; 21.025,00 
Frei Inocêncio ;MG;2010; 2 ; 52.400,00 ; 10.696,00 
Frei Inocêncio ;MG;2013; 2 ; 126.199,87 ; 34.112,98 
Frei Inocêncio ;MG;2017; 2 ; 131.000,00 ; 20.999,99 
Frei Inocêncio ;MG;2023; 1 ; 88.000,00 ; -   
Frei Martinho ;PB;2018; 2 ; 133.856,86 ; 59.680,00 
Frei Martinho ;PB;2021; 2 ; 177.595,02 ; 74.465,84 
Frei Martinho ;PB;2022; 1 ; 102.475,20 ; 33.851,22 
Frei Miguelinho ;PE;2009; 2 ; 51.239,54 ; 16.317,00 
Frei Paulo ;SE;2009; 1 ; 22.000,00 ; 10.047,00 
Frei Paulo ;SE;2010; 2 ; 88.360,25 ; 29.913,00 
Frei Paulo ;SE;2011; 5 ; 269.840,00 ; 4.252,99 
Frei Paulo ;SE;2012; 8 ; 460.500,00 ; 121.360,49 
Frei Paulo ;SE;2013; 8 ; 543.206,74 ; 146.661,37 
Frei Paulo ;SE;2014; 43 ; 2.136.096,79 ; 972.417,34 
Frei Paulo ;SE;2015; 10 ; 473.806,78 ; 219.960,64 
Frei Paulo ;SE;2016; 19 ; 1.202.253,48 ; 414.077,85 
Frei Paulo ;SE;2017; 11 ; 725.882,16 ; 263.569,19 
Frei Paulo ;SE;2018; 16 ; 1.156.060,99 ; 429.615,86 
Frei Paulo ;SE;2019; 12 ; 985.814,75 ; 283.315,31 
Frei Paulo ;SE;2020; 16 ; 1.505.759,30 ; 377.724,07 
Frei Paulo ;SE;2021; 22 ; 1.977.591,70 ; 605.753,14 
Frei Paulo ;SE;2022; 10 ; 777.071,64 ; 117.166,86 
Frei Paulo ;SE;2023; 9 ; 803.894,68 ; 148.251,53 
Frei Rogério ;SC;2010; 1 ; 58.615,56 ; 9.524,00 
Frei Rogério ;SC;2012; 2 ; 109.386,89 ; 43.960,73 
Frei Rogério ;SC;2013; 5 ; 335.738,24 ; 133.809,91 
Frei Rogério ;SC;2014; 2 ; 157.271,16 ; 45.903,96 
Frei Rogério ;SC;2015; 2 ; 185.299,20 ; 28.676,98 
Frei Rogério ;SC;2016; 1 ; 87.694,47 ; 40.601,95 
Fronteira ;MG;2009; 25 ; 1.243.335,30 ; 253.779,00 
Fronteira ;MG;2010; 19 ; 1.101.618,66 ; 203.468,00 
Fronteira ;MG;2011; 19 ; 1.119.790,72 ; 30.281,00 
Fronteira ;MG;2012; 22 ; 1.424.652,57 ; 280.891,20 
Fronteira ;MG;2013; 35 ; 2.386.624,95 ; 594.598,25 
Fronteira ;MG;2014; 32 ; 2.455.404,18 ; 542.693,35 
Fronteira ;MG;2015; 16 ; 1.206.544,26 ; 226.752,38 
Fronteira ;MG;2016; 9 ; 653.944,98 ; 93.184,52 
Fronteira ;MG;2017; 9 ; 702.364,13 ; 127.280,58 
Fronteira ;MG;2018; 7 ; 512.700,00 ; 103.279,50 
Fronteira ;MG;2019; 14 ; 1.041.519,39 ; 314.889,11 
Fronteira ;MG;2020; 11 ; 1.183.934,87 ; 170.480,55 
Fronteira ;MG;2021; 17 ; 1.684.387,76 ; 293.027,42 
Fronteira ;MG;2022; 11 ; 1.129.244,36 ; 187.792,73 
Fronteira ;MG;2023; 15 ; 2.058.131,48 ; 166.521,66 
Fronteira dos Vales ;MG;2009; 1 ; 25.000,00 ; 2.972,00 
Fronteira dos Vales ;MG;2010; 3 ; 73.600,00 ; 23.430,00 
Fronteira dos Vales ;MG;2011; 3 ; 119.700,00 ; 18.000,00 
Fronteira dos Vales ;MG;2012; 1 ; 27.000,00 ; 9.672,01 
Fronteiras ;PI;2009; 3 ; 95.870,72 ; 24.581,00 
Fronteiras ;PI;2010; 2 ; 35.851,13 ; 22.768,00 
Fronteiras ;PI;2011; 1 ; 49.420,00 ; 580,00 
Fronteiras ;PI;2012; 1 ; 40.977,80 ; 21.220,07 
